"Claim Number","Date Received","Incident Date","Airport Code","Airport Name","Airline Name","Claim Type","Claim Site","Item Category","Close Amount","Disposition"
2014061914767,2014-06-11,2014-05-12 00:00:00,"-","-","Allegiant Air","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014061914768,2014-06-13,2014-04-09 07:30:00,"TPA","Tampa International","Air Canada","Property Damage","Checked Baggage","Baggage/Cases/Purses",8.38,"Approve in Full"
2014062014769,2014-06-13,2014-06-04 14:00:00,"MSP","Minneapolis/ St.Paul International Airport","UAL","Passenger Property Loss","Checked Baggage","Baggage/Cases/Purses; Clothing",0,"Deny"
2014062014770,2014-06-13,2014-05-25 13:45:00,"MIA","Miami International Airport","American Airlines","Property Damage","Checkpoint","Home Decor",174,"Approve in Full"
2014062014771,2014-06-13,2014-06-06 17:00:00,"IAH","Houston - George Bush Intercontinental Airport","American Airlines","Passenger Property Loss","Checked Baggage","Tools & Home Improvement Supplies",0,"Deny"
2014062014772,2014-06-11,2014-05-14 00:00:00,"TPA","Tampa International","Delta Air Lines","Property Damage","Checked Baggage","Clothing",0,"Deny"
2014062014773,2014-06-13,2014-06-02 00:00:00,"HOU","William P. Hobby","Southwest Airlines","Passenger Property Loss","Checked Baggage","Clothing",0,"Deny"
2014062014774,2014-06-07,2014-05-08 00:00:00,"ABI","Abilene Regional","American Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014062014775,2014-06-12,2014-05-19 00:00:00,"SFO","San Francisco International","British Airways","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014062014776,2014-06-13,2014-06-04 00:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","Air France","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014062014777,2014-06-13,2014-04-30 00:00:00,"OAK","Metropolitan Oakland International","Hawaiian Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",0,"Deny"
2014062014778,2014-06-15,2014-05-15 18:00:00,"FLL","Ft. Lauderdale-Hollywood International","Alaska Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014062314779,2014-06-13,2014-06-08 11:10:00,"DFW","Dallas-Fort Worth International Airport","American Airlines","Property Damage","Checkpoint","Personal Electronics",342.48,"Settle"
2014062314780,2014-06-15,2014-06-13 10:00:00,"JFK","John F. Kennedy International","UAL","Passenger Property Loss","Checked Baggage","Cosmetics & Grooming",0,"Deny"
2014062314781,2014-06-13,2014-06-05 13:15:00,"VPS","Okaloosa/ Northwest Florida","American Airlines","Passenger Property Loss","Checked Baggage","Food & Drink",NA,"-"
2014062314782,2014-06-12,2014-05-05 08:00:00,"PDX","Portland International","Alaska Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",143.63,"Approve in Full"
2014062314783,2014-06-13,2014-05-14 23:00:00,"-","-","-","Property Damage","Checkpoint","Personal Electronics",NA,"-"
2014062314784,2014-06-13,2013-07-15 00:00:00,"BWI","Baltimore/Washington Intl Thurgood Marshall","Southwest Airlines","Passenger Property Loss","Checked Baggage","Other",NA,"-"
2014062314785,2014-06-16,2014-06-08 06:00:00,"FLL","Ft. Lauderdale-Hollywood International","Spirit Airlines","Passenger Property Loss","Checkpoint","Currency",0,"Deny"
2014062314786,2014-06-16,2014-04-18 05:25:00,"MIA","Miami International Airport","UAL","Property Damage","Checkpoint","Personal Electronics",0,"Deny"
2014062314787,2014-06-16,2014-05-28 18:00:00,"PHX","Phoenix Sky Harbor International","Southwest Airlines","Property Damage","Checked Baggage","Home Decor",0,"Deny"
2014062314788,2014-06-16,2014-05-17 10:00:00,"SEA","Seattle-Tacoma International","Southwest Airlines","Property Damage","Checked Baggage","Other",245,"Approve in Full"
2014062314790,2014-06-16,2014-06-12 06:00:00,"IND","Indianapolis International","Frontier Airlines","Property Damage","Checked Baggage","Sporting Equipment & Supplies",0,"Deny"
2014062314791,2014-06-12,2014-05-28 19:00:00,"IAH","Houston - George Bush Intercontinental Airport","USAir","Passenger Property Loss","Checked Baggage","Travel Accessories",0,"Deny"
2014062314792,2014-06-16,2014-06-15 18:45:00,"FLL","Ft. Lauderdale-Hollywood International","American Airlines","Passenger Property Loss","Checked Baggage","Computer & Accessories",NA,"-"
2014062314793,2014-06-14,2014-06-10 11:15:00,"TPA","Tampa International","Southwest Airlines","Property Damage","Checkpoint","Personal Electronics",NA,"-"
2014062314794,2014-06-16,2014-06-11 00:00:00,"LGA","LaGuardia","Delta Air Lines","Passenger Property Loss","Checked Baggage","Computer & Accessories",0,"Deny"
2014062314795,2014-06-16,2014-02-03 00:00:00,"MIA","Miami International Airport","American Airlines","Property Damage","Checked Baggage","Sporting Equipment & Supplies",180,"Approve in Full"
2014062314796,2014-06-13,2014-06-04 14:30:00,"BNA","Nashville International","Delta Air Lines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",NA,"-"
2014062314797,2014-06-16,2014-05-14 09:45:00,"PNS","Pensacola Regional","Southwest Airlines","Property Damage","Checked Baggage","Computer & Accessories",0,"Deny"
2014062314798,2014-06-14,2014-05-31 00:00:00,"LAX","Los Angeles International Airport","Hawaiian Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",10.67,"Approve in Full"
2014062314799,2014-06-12,2014-05-05 16:00:00,"MSP","Minneapolis/ St.Paul International Airport","KLM Royal Dutch Airlines","Passenger Property Loss","Checked Baggage","Clothing",0,"Deny"
2014062314800,2014-06-12,2014-06-04 00:00:00,"DFW","Dallas-Fort Worth International Airport","American Eagle","Passenger Property Loss","Checkpoint","Jewelry & Watches",0,"Deny"
2014062314801,2014-06-13,2014-06-07 17:00:00,"PDX","Portland International","Southwest Airlines","Passenger Property Loss","Checked Baggage","Sporting Equipment & Supplies",0,"Deny"
2014062314802,2014-06-13,2014-05-29 00:00:00,"AUS","Austin-Bergstrom International Airport","Southwest Airlines","Passenger Property Loss","Checked Baggage","Clothing",0,"Deny"
2014062314803,2014-06-15,2014-06-11 07:30:00,"IND","Indianapolis International","UAL","Passenger Property Loss","Checked Baggage","Currency",NA,"-"
2014062314804,2014-06-13,2014-06-01 17:00:00,"FLL","Ft. Lauderdale-Hollywood International","Spirit Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",NA,"-"
2014062314805,2014-06-16,2014-06-16 00:00:00,"PDX","Portland International","Spirit Airlines","Passenger Property Loss","Checked Baggage","Personal Electronics",0,"Deny"
2014062314806,2014-06-17,2014-06-06 00:00:00,"JFK","John F. Kennedy International","British Airways","Passenger Property Loss","Checked Baggage","Jewelry & Watches",0,"Deny"
2014062314807,2014-06-16,2014-05-11 00:00:00,"FLL","Ft. Lauderdale-Hollywood International","American Airlines","Property Damage","Checked Baggage","Clothing",0,"Deny"
2014062314808,2014-06-12,2013-12-14 00:00:00,"SAN","San Diego International","Alaska Airlines","Property Damage","Checkpoint","Household Items",30,"Approve in Full"
2014062314809,2014-06-12,2014-01-11 00:00:00,"ORD","Chicago O'Hare International Airport","-","Passenger Property Loss","Checkpoint","Other",13.3,"Approve in Full"
2014062314810,2014-06-12,2014-04-22 00:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Clothing",0,"Deny"
2014062314811,2014-06-12,2014-05-23 00:00:00,"IAH","Houston - George Bush Intercontinental Airport","UAL","Property Damage","Checkpoint","Computer & Accessories",0,"Deny"
2014062314812,2014-06-17,2014-06-15 10:00:00,"HNL","Honolulu International Airport","Hawaiian Airlines","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014062414813,2014-06-16,2014-05-27 08:00:00,"JFK","John F. Kennedy International","USAir","Property Damage","Checked Baggage","Cameras; Personal Accessories",253.45,"Settle"
2014062414814,2014-06-17,2014-06-09 20:30:00,"JFK","John F. Kennedy International","Alitalia","Passenger Property Loss","Checked Baggage","Clothing",103.99,"Approve in Full"
2014062414815,2014-06-16,2014-06-02 15:00:00,"IND","Indianapolis International","American Airlines","Passenger Property Loss","Checked Baggage","Other",NA,"-"
2014062414816,2014-06-16,2014-06-01 16:30:00,"TOL","Toledo Express","Allegiant Air","Property Damage","Checkpoint","Home Decor",22.5,"Approve in Full"
2014062414817,2014-06-17,2014-06-08 00:00:00,"TPA","Tampa International","Jet Blue","Passenger Property Loss","Checkpoint","Personal Electronics",0,"Deny"
2014062414818,2014-06-17,2014-06-10 00:00:00,"MIA","Miami International Airport","American Airlines","Passenger Property Loss","Checked Baggage","Baggage/Cases/Purses; Clothing; Cosmetics & Grooming",0,"Deny"
2014062414819,2014-06-17,2014-06-07 14:00:00,"MIA","Miami International Airport","American Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",NA,"-"
2014062414820,2014-06-17,2013-09-26 19:30:00,"CVG","Cincinnati/Northern Kentucky International","American Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014062414821,2014-06-17,2014-04-18 16:20:00,"IAD","Washington Dulles International","UAL","Passenger Property Loss","Checkpoint","Jewelry & Watches",0,"Deny"
2014062414822,2014-06-16,2014-06-14 15:00:00,"MIA","Miami International Airport","Iberia Airlines","Passenger Property Loss","Checked Baggage","Baggage/Cases/Purses; Cameras",NA,"-"
2014062414823,2014-06-16,2014-05-28 00:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","Southwest Airlines","Property Damage","Checked Baggage","Clothing; Cosmetics & Grooming",0,"Deny"
2014062414824,2014-06-12,2014-06-11 00:00:00,"BOS","Boston (Logan) International Airport","USAir","Property Damage","Checked Baggage","Personal Electronics",171.88,"Settle"
2014062414825,2014-06-11,2014-06-05 15:45:00,"JFK","John F. Kennedy International","Delta Air Lines","Property Damage","Checkpoint","Clothing",100,"Approve in Full"
2014062414826,2014-06-11,2013-12-23 00:00:00,"JAX","Jacksonville International","Delta Air Lines","Passenger Property Loss","Checked Baggage","Computer & Accessories",0,"Deny"
2014062414827,2014-06-16,2014-06-09 18:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","Alaska Airlines","Passenger Property Loss","Checked Baggage","Hunting & Fishing Items",955,"Approve in Full"
2014062414828,2014-06-12,2014-05-24 15:57:00,"CLT","Charlotte/Douglas International Airport","Emirates","Passenger Property Loss","Checked Baggage","Baggage/Cases/Purses",77.29,"Settle"
2014062414829,2014-06-17,2014-05-30 13:30:00,"EWR","Newark International Airport","Jet Blue","Passenger Property Loss","Checked Baggage","Computer & Accessories",25,"Approve in Full"
2014062414830,2014-06-11,2014-05-06 00:00:00,"F","Foreign airport","British Airways","Passenger Property Loss","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014062414831,2014-06-17,2014-06-14 00:00:00,"F","Foreign airport","UAL","Passenger Property Loss","Checked Baggage","Travel Accessories",0,"Deny"
2014062414832,2014-06-11,2014-05-22 09:30:00,"BOS","Boston (Logan) International Airport","American Airlines","Passenger Property Loss","Checked Baggage","Travel Accessories",0,"Deny"
2014062414833,2014-06-17,2014-06-02 14:15:00,"CLE","Cleveland Hopkins International","American Airlines","Passenger Property Loss","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014062414834,2014-06-16,2014-06-01 12:55:00,"ORD","Chicago O'Hare International Airport","UAL","Passenger Property Loss","Checked Baggage","Other",126.53,"Approve in Full"
2014062414835,2014-06-11,2014-02-23 00:00:00,"MCO","Orlando International Airport","American Airlines","Passenger Property Loss","Checked Baggage","Clothing",34.75,"Approve in Full"
2014062414836,2014-06-24,2014-05-05 16:25:00,"DTW","Detroit Metropolitan Wayne County Airport","American Airlines","Passenger Property Loss","Checked Baggage","Cosmetics & Grooming",NA,"-"
2014062414837,2014-06-11,2014-04-28 16:00:00,"PBI","Palm Beach International","Delta Air Lines","Property Damage","Checked Baggage","Computer & Accessories",NA,"-"
2014062414838,2014-06-16,2013-07-21 09:20:00,"MCO","Orlando International Airport","Southwest Airlines","Passenger Property Loss","Checked Baggage","Clothing",0,"Deny"
2014062414839,2014-06-17,2014-04-23 00:00:00,"RNO","Reno/Tahoe International","American Airlines","Passenger Property Loss","Checked Baggage","Travel Accessories",2.74,"Approve in Full"
2014062414840,2014-06-12,2014-04-14 00:00:00,"LAX","Los Angeles International Airport","USAir","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014062414841,2014-06-12,2014-06-05 00:00:00,"MIA","Miami International Airport","UAL","Passenger Property Loss","Checked Baggage","Clothing",NA,"-"
2014062414842,2014-06-16,2014-06-06 09:00:00,"LAX","Los Angeles International Airport","American Airlines","Passenger Property Loss","Checked Baggage","Other",0,"Deny"
2014062414843,2014-06-16,2014-04-09 17:00:00,"LGA","LaGuardia","Delta Air Lines","Passenger Property Loss","Checkpoint","Other",0,"Deny"
2014062414845,2014-06-17,2014-06-11 11:50:00,"MIA","Miami International Airport","American Airlines","Property Damage","Checkpoint","Personal Accessories",NA,"-"
2014062414847,2014-06-25,2014-06-07 00:00:00,"MIA","Miami International Airport","Cayman Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches; Jewelry & Watches",NA,"-"
2014062514848,2014-06-16,2014-05-24 00:00:00,"BOS","Boston (Logan) International Airport","American Airlines","Passenger Property Loss","Checked Baggage","Automobile Parts & Accessories; Other; Personal Electronics",0,"Deny"
2014062514849,2014-06-23,2014-06-20 00:00:00,"BWI","Baltimore/Washington Intl Thurgood Marshall","Southwest Airlines","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014062514850,2014-06-16,2014-06-11 11:59:00,"LAX","Los Angeles International Airport","Southwest Airlines","Property Damage","Checked Baggage","Sporting Equipment & Supplies",269.65,"Settle"
2014062514851,2014-06-16,2014-05-28 00:00:00,"SAN","San Diego International","Delta Air Lines","Property Damage","Checked Baggage","Personal Electronics",0,"Deny"
2014062514852,2014-06-23,2014-06-01 00:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","Southwest Airlines","Property Damage","Checkpoint","Computer & Accessories",150,"Approve in Full"
2014062514853,2014-06-16,2014-06-12 10:30:00,"GRK","Kileen - Ft. Hood Regional","Delta Air Lines","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014062514854,2014-06-23,2014-05-22 00:00:00,"RNO","Reno/Tahoe International","Southwest Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",NA,"-"
2014062514855,2014-06-17,2014-05-29 16:00:00,"STL","Lambert St. Louis International","Southwest Airlines","Property Damage","Checkpoint","Baggage/Cases/Purses",NA,"-"
2014062514856,2014-06-16,2014-04-09 06:00:00,"LAX","Los Angeles International Airport","American Airlines","Property Damage","Checkpoint","Jewelry & Watches",1647.01,"Approve in Full"
2014062514857,2014-06-23,2014-06-17 00:00:00,"IAH","Houston - George Bush Intercontinental Airport","UAL","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014062514858,2014-06-17,2014-06-12 00:00:00,"LGA","LaGuardia","Delta Air Lines","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014062514859,2014-06-16,2014-01-17 09:00:00,"LAX","Los Angeles International Airport","Alaska Airlines","Property Damage","Checkpoint","Travel Accessories",635.69,"Settle"
2014062514860,2014-06-16,2014-05-03 20:30:00,"JFK","John F. Kennedy International","EL AL Israeli Airlines","Property Damage","Checkpoint","Personal Electronics",249,"Settle"
2014062514861,2014-06-17,2014-05-28 19:00:00,"DEN","Denver International Airport","Lufthansa","Passenger Property Loss","Checked Baggage","Travel Accessories",0,"Deny"
2014062514862,2014-06-16,2014-05-17 05:00:00,"EWR","Newark International Airport","UAL","Passenger Property Loss","Checked Baggage","Travel Accessories",9.99,"Approve in Full"
2014062514863,2014-06-19,2014-06-15 08:05:00,"ORD","Chicago O'Hare International Airport","UAL","Property Damage","Checkpoint","Travel Accessories",711.18,"Settle"
2014062514864,2014-06-17,2014-05-16 00:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","KLM Royal Dutch Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014062514865,2014-06-19,2014-06-10 14:45:00,"ECP","Northwest Florida Beaches International Airport","Southwest Airlines","Passenger Property Loss","Checked Baggage","Clothing",36.72,"Approve in Full"
