"Claim Number","Date Received","Incident Date","Airport Code","Airport Name","Airline Name","Claim Type","Claim Site","Item Category","Close Amount","Disposition"
2014101617722,2014-10-08,2014-09-24 07:30:00,"DEN","Denver International Airport","Alaska Airlines","Property Damage","Checked Baggage","Food & Drink",NA,"-"
2014101617723,2014-10-12,2014-08-23 14:15:00,"DFW","Dallas-Fort Worth International Airport","American Airlines","Passenger Property Loss","Checked Baggage","Automobile Parts & Accessories",NA,"-"
2014101617724,2014-10-08,2014-09-24 00:00:00,"MOB","Mobile Regional","American Airlines","Property Damage","Checked Baggage","Other",NA,"-"
2014101617725,2014-10-08,2014-10-04 10:00:00,"LAS","McCarran International","Southwest Airlines","Property Damage","Checked Baggage","Travel Accessories",0,"Deny"
2014101617726,2014-10-08,2014-09-23 00:00:00,"DFW","Dallas-Fort Worth International Airport","Delta Air Lines","Property Damage","Checkpoint","Medical/Science",NA,"-"
2014101617728,2014-10-14,2014-09-23 00:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Household Items; Household Items",NA,"-"
2014101617729,2014-10-09,2014-09-22 05:50:00,"BTV","Burlington, VT","USAir","Passenger Property Loss","Checkpoint","Currency; Other",NA,"-"
2014101617730,2014-10-09,2014-09-10 00:00:00,"LAX","Los Angeles International Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Clothing",NA,"-"
2014101617731,2014-10-09,2014-09-22 10:00:00,"JFK","John F. Kennedy International","EL AL Israeli Airlines","Property Damage","Checked Baggage","Travel Accessories",NA,"-"
2014101617732,2014-10-08,2014-08-30 13:30:00,"JFK","John F. Kennedy International","Delta Air Lines","Property Damage","Checked Baggage","Other",NA,"-"
2014101617733,2014-10-01,2014-09-30 00:00:00,"EWR","Newark International Airport","UAL","Passenger Property Loss","Checked Baggage","Personal Accessories",NA,"-"
2014101617734,2014-10-13,2014-09-18 05:21:00,"ATL","Hartsfield-Jackson Atlanta International Airport","Delta Air Lines","Property Damage","Checked Baggage","Tools & Home Improvement Supplies; Travel Accessories",NA,"-"
2014101617735,2014-10-13,2014-09-19 17:07:00,"DEN","Denver International Airport","UAL","Property Damage","Checked Baggage","Computer & Accessories",0,"Deny"
2014101617736,2014-10-13,2014-10-10 05:30:00,"MEM","Memphis International Airport","-","Passenger Property Loss","Checkpoint","Computer & Accessories",NA,"-"
2014101617737,2014-10-01,2014-09-26 00:00:00,"LAS","McCarran International","Southwest Airlines","Passenger Property Loss","Checked Baggage","Cosmetics & Grooming",0,"Deny"
2014101617738,2014-10-01,2014-09-29 00:00:00,"DTW","Detroit Metropolitan Wayne County Airport","Southwest Airlines","Property Damage","Checkpoint","Computer & Accessories",NA,"-"
2014101617739,2014-10-02,2014-04-10 00:00:00,"TPA","Tampa International","Southwest Airlines","Passenger Property Loss","Checked Baggage","Personal Electronics",NA,"-"
2014101617740,2014-10-16,2014-10-11 00:00:00,"LAS","McCarran International","Delta Air Lines","Property Damage","Checkpoint","-",NA,"-"
2014101617741,2014-10-01,2014-07-28 00:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","-","Passenger Property Loss","Checked Baggage","Clothing",NA,"-"
2014101617742,2014-10-16,2014-09-20 20:00:00,"MIA","Miami International Airport","American Airlines","Property Damage","Checked Baggage","-",NA,"-"
2014101617743,2014-10-16,2014-10-03 11:00:00,"FAT","Fresno Yosemite International","UAL","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101617744,2014-10-01,2014-09-17 00:00:00,"ACK","Nantucket Memorial Airport","Jet Blue","Passenger Property Loss","Checked Baggage","Other",50,"Approve in Full"
2014101617745,2014-10-16,2014-09-27 00:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","Southwest Airlines","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101617746,2014-10-16,2014-09-19 00:00:00,"SNA","John Wayne","Southwest Airlines","Property Damage","Checkpoint","-",NA,"-"
2014101617747,2014-10-16,2014-10-09 00:00:00,"FLL","Ft. Lauderdale-Hollywood International","Jet Blue","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101617748,2014-10-02,2014-09-23 00:00:00,"MHT","Manchester Regional Airport","Southwest Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014101617749,2014-10-16,2014-10-03 00:00:00,"LGA","LaGuardia","Delta Air Lines","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101617750,2014-10-16,2014-08-25 06:15:00,"MSP","Minneapolis/ St.Paul International Airport","Southwest Airlines","Passenger Property Loss","Checkpoint","-",127.2,"Approve in Full"
2014101617751,2014-10-16,2014-10-08 00:00:00,"HOU","William P. Hobby","Southwest Airlines","Property Damage","Checked Baggage","-",NA,"-"
2014101617752,2014-10-16,2014-10-15 16:00:00,"IAH","Houston - George Bush Intercontinental Airport","-","Property Damage","Checkpoint","-",NA,"-"
2014101617753,2014-10-16,2014-10-13 00:00:00,"SNA","John Wayne","Southwest Airlines","Passenger Property Loss","Checkpoint","-",NA,"-"
2014101617754,2014-10-01,2014-09-25 00:00:00,"SLC","Salt Lake City International Airport","Southwest Airlines","Property Damage","Checkpoint","Computer & Accessories",NA,"-"
2014101617755,2014-10-01,2014-09-16 00:00:00,"STT","Cyril E. King International","Delta Air Lines","Passenger Property Loss","Checkpoint","Jewelry & Watches",0,"Deny"
2014101717756,2014-10-14,2014-09-18 18:15:00,"HNL","Honolulu International Airport","UAL","Passenger Property Loss","Checked Baggage","Other",0,"Deny"
2014101717757,2014-10-14,2014-10-05 16:20:00,"AUS","Austin-Bergstrom International Airport","USAir","Property Damage","Checkpoint","Computer & Accessories",NA,"-"
2014101717758,2014-10-13,2014-10-02 15:00:00,"SLC","Salt Lake City International Airport","-","Property Damage","Checkpoint","Personal Accessories",NA,"-"
2014101717759,2014-10-14,2014-10-11 20:45:00,"IAD","Washington Dulles International","American Airlines","Passenger Property Loss","Checked Baggage","Medical/Science",NA,"-"
2014101717760,2014-10-14,2014-10-06 07:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","Southwest Airlines","Passenger Property Loss","Checked Baggage","Personal Accessories",NA,"-"
2014101717761,2014-10-11,2014-10-03 18:00:00,"EWR","Newark International Airport","UAL","Passenger Property Loss","Checked Baggage","Clothing",NA,"-"
2014101717762,2014-10-14,2014-09-21 00:00:00,"MSL","Northwest Regional Airport","Silverjet","Property Damage","Checked Baggage","Other",NA,"-"
2014101717763,2014-10-14,2014-09-21 23:00:00,"FLL","Ft. Lauderdale-Hollywood International","-","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014101717764,2014-10-14,2014-10-05 08:30:00,"MCO","Orlando International Airport","Frontier Airlines","Passenger Property Loss","Checkpoint","Cameras",NA,"-"
2014101717765,2014-10-14,2014-09-30 08:52:00,"ATL","Hartsfield-Jackson Atlanta International Airport","-","Property Damage","Checkpoint","Personal Accessories",NA,"-"
2014101717766,2014-10-14,2014-10-13 05:20:00,"EWR","Newark International Airport","Delta Air Lines","Property Damage","Checkpoint","Computer & Accessories",NA,"-"
2014101717767,2014-10-14,2014-10-11 13:30:00,"MIA","Miami International Airport","Iberia Airlines","Passenger Property Loss","Checked Baggage","Personal Electronics",NA,"-"
2014101717768,2014-10-12,2014-09-29 11:00:00,"IAD","Washington Dulles International","Avianca","Passenger Property Loss","Checked Baggage","Other",NA,"-"
2014101717769,2014-10-09,2014-09-16 00:00:00,"JFK","John F. Kennedy International","UAL","Passenger Property Loss","Checked Baggage","Household Items",NA,"-"
2014101717770,2014-10-09,2014-09-23 17:00:00,"HNL","Honolulu International Airport","Hawaiian Airlines","Property Damage","Checked Baggage","Other",0,"Deny"
2014101717771,2014-10-14,2014-09-19 00:00:00,"IAH","Houston - George Bush Intercontinental Airport","British Airways","Passenger Property Loss","Checked Baggage","Clothing; Other",NA,"-"
2014101717772,2014-10-12,2014-09-16 15:00:00,"ANC","Ted Stevens Anchorage International Airport","-","Property Damage","Checkpoint","Audio/Video",NA,"-"
2014101717773,2014-10-09,2014-10-03 00:00:00,"GRB","Austin Straubel International","Delta Air Lines","Passenger Property Loss","Checked Baggage","Sporting Equipment & Supplies",NA,"-"
2014101717774,2014-10-02,2014-02-20 00:00:00,"MCO","Orlando International Airport","Southwest Airlines","Property Damage","Checked Baggage","Personal Accessories",NA,"-"
2014101717775,2014-10-14,2014-10-12 17:00:00,"IAD","Washington Dulles International","Delta Air Lines","Property Damage","Checked Baggage","Office Equipment & Supplies",NA,"-"
2014101717776,2014-10-02,2014-09-13 00:00:00,"MSY","New Orleans International","Southwest Airlines","Passenger Property Loss","Checked Baggage","Personal Electronics",NA,"-"
2014101717777,2014-10-08,2014-08-17 00:00:00,"F","Foreign airport","Air France","Property Damage","Checked Baggage","-",NA,"-"
2014101717778,2014-10-01,2014-09-07 00:00:00,"MDW","Midway International Airport","Southwest Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",NA,"-"
2014101717779,2014-10-14,2014-09-12 13:00:00,"F","Foreign airport","USAir","Passenger Property Loss","Checked Baggage","Jewelry & Watches",NA,"-"
2014101717781,2014-10-15,2014-10-07 11:50:00,"LAX","Los Angeles International Airport","Frontier Airlines","Property Damage","Checked Baggage","Travel Accessories",572.88,"Settle"
2014101717782,2014-10-15,2014-09-17 17:30:00,"DFW","Dallas-Fort Worth International Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Hunting & Fishing Items",NA,"-"
2014101717783,2014-10-14,2014-08-24 21:34:00,"CLT","Charlotte/Douglas International Airport","USAir","Passenger Property Loss","Checked Baggage","Other",NA,"-"
2014101717784,2014-10-21,2014-08-20 00:00:00,"MIA","Miami International Airport","American Airlines","Personal Injury","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014101717785,2014-10-14,2014-07-19 00:00:00,"LYH","Lynchburg Regional","-","Personal Injury","Checkpoint","-",NA,"-"
2014101717786,2014-10-10,2014-09-29 19:15:00,"JFK","John F. Kennedy International","Virgin America","Passenger Property Loss","Checked Baggage","Other",NA,"-"
2014101717787,2014-10-16,2014-10-05 00:00:00,"IAH","Houston - George Bush Intercontinental Airport","UAL","Passenger Property Loss","Checkpoint","-",NA,"-"
2014101817788,2014-10-16,2014-09-21 14:30:00,"MIA","Miami International Airport","USAir","Property Damage","Checked Baggage","-",NA,"-"
2014101817789,2014-10-16,2014-08-15 00:00:00,"JFK","John F. Kennedy International","Jet Blue","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101817790,2014-10-16,2014-09-07 15:33:00,"TPA","Tampa International","UAL","Property Damage","Checked Baggage","-",NA,"-"
2014101817791,2014-10-16,2014-09-15 00:00:00,"MIA","Miami International Airport","British Airways","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101817792,2014-10-16,2014-09-12 00:00:00,"SJU","Luis Munoz Marin International","Southwest Airlines","Property Damage","Checked Baggage","-",NA,"-"
2014101817793,2014-10-16,2014-09-17 12:30:00,"SEA","Seattle-Tacoma International","British Airways","Property Damage","Checked Baggage","-",0,"Deny"
2014101817794,2014-10-16,2014-07-25 00:00:00,"MCO","Orlando International Airport","Frontier Airlines","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101817795,2014-10-16,2014-09-16 12:00:00,"BDL","Bradley International Airport","-","Property Damage","Checkpoint","-",NA,"-"
2014101817796,2014-10-16,2014-09-24 00:00:00,"JFK","John F. Kennedy International","Virgin America","Property Damage","Checkpoint","-",NA,"-"
2014101817798,2014-10-16,2014-09-27 06:30:00,"BTR","Baton Rouge Metropolitan","Delta Air Lines","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101817799,2014-10-16,2014-09-01 00:00:00,"AUS","Austin-Bergstrom International Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101817800,2014-10-16,2014-08-29 00:00:00,"SJC","Norman Y Mineta San Jose International","Volaris Airlines","Property Damage","Checked Baggage","-",NA,"-"
2014101817801,2014-10-18,2014-09-28 22:00:00,"LEX","Blue Grass ,Lexington","Delta Air Lines","Passenger Property Loss","Checked Baggage","-",0,"Deny"
2014101817802,2014-10-16,2014-06-18 10:00:00,"PHX","Phoenix Sky Harbor International","Alaska Airlines","Property Damage","Checked Baggage","-",NA,"-"
2014101817803,2014-10-16,2014-08-15 15:00:00,"RSW","Southwest Florida International","Delta Air Lines","Property Damage","Checkpoint","-",NA,"-"
2014101817804,2014-10-16,2014-09-14 06:15:00,"LAX","Los Angeles International Airport","USAir","Property Damage","Checkpoint","-",NA,"-"
2014101817805,2014-10-16,2014-09-30 07:30:00,"OAK","Metropolitan Oakland International","Hawaiian Airlines","Property Damage","Checked Baggage","-",59,"Settle"
2014101817806,2014-10-16,2014-09-11 00:00:00,"SAT","San Antonio International","Delta Air Lines","Property Damage","Checked Baggage","-",NA,"-"
2014101817807,2014-10-16,2014-09-11 11:00:00,"SJU","Luis Munoz Marin International","-","Passenger Property Loss","Checkpoint","-",NA,"-"
2014101817808,2014-10-16,2014-03-09 00:00:00,"PHL","Philadelphia International Airport","USAir","Property Damage","Checked Baggage","-",0,"Deny"
2014101817809,2014-10-16,2014-10-01 00:00:00,"PDX","Portland International","Alaska Airlines","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101817810,2014-10-16,2014-09-18 15:45:00,"EWR","Newark International Airport","UAL","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101817811,2014-10-16,2014-10-05 20:30:00,"LAS","McCarran International","Southwest Airlines","Passenger Property Loss","Checked Baggage","-",0,"Deny"
2014101817812,2014-10-16,2014-09-17 00:00:00,"DCA","Ronald Reagan Washington National Airport","Frontier Airlines","Property Damage","Checked Baggage","-",NA,"-"
2014101817813,2014-10-16,2014-08-24 20:00:00,"BOS","Boston (Logan) International Airport","Alitalia","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101817814,2014-10-16,2014-10-02 00:00:00,"GSP","Greenville-Spartanburg","UAL","Property Damage","Checked Baggage","-",160.89,"Approve in Full"
2014101817815,2014-10-16,2014-07-04 18:31:00,"FLL","Ft. Lauderdale-Hollywood International","Jet Blue","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101817816,2014-10-16,2014-09-10 19:30:00,"DTW","Detroit Metropolitan Wayne County Airport","Southwest Airlines","Passenger Property Loss","Checked Baggage","-",0,"Deny"
2014101917817,2014-10-17,2014-10-01 09:50:00,"RSW","Southwest Florida International","UAL","Property Damage","Checkpoint","-",NA,"-"
2014101917818,2014-10-17,2014-10-11 00:00:00,"BWI","Baltimore/Washington Intl Thurgood Marshall","Southwest Airlines","Property Damage","Checked Baggage","-",0,"Deny"
2014101917819,2014-10-17,2014-09-28 00:00:00,"LAS","McCarran International","British Airways","Passenger Property Loss","Checked Baggage","Jewelry & Watches",0,"Deny"
2014101917820,2014-10-17,2014-10-05 00:00:00,"PHL","Philadelphia International Airport","Qatar airlines","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101917821,2014-10-17,2014-10-10 09:00:00,"LAS","McCarran International","Southwest Airlines","Property Damage","Checked Baggage","-",191.3,"Settle"
2014101917822,2014-10-17,2014-10-02 13:20:00,"AUS","Austin-Bergstrom International Airport","Delta Air Lines","Property Damage","Checkpoint","Personal Electronics",200,"Approve in Full"
2014101917823,2014-10-17,2014-09-26 06:30:00,"IAH","Houston - George Bush Intercontinental Airport","UAL","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101917824,2014-10-17,2014-09-30 13:05:00,"TPA","Tampa International","Jet Blue","Property Damage","Checked Baggage","-",100,"Approve in Full"
2014101917825,2014-10-17,2014-09-20 00:00:00,"PHX","Phoenix Sky Harbor International","USAir","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101917826,2014-10-17,2014-09-06 22:15:00,"PDX","Portland International","UAL","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101917827,2014-10-17,2014-09-01 00:00:00,"BWI","Baltimore/Washington Intl Thurgood Marshall","USAir","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101917828,2014-10-17,2014-10-04 18:00:00,"DFW","Dallas-Fort Worth International Airport","Frontier Airlines","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101917829,2014-10-17,2014-09-29 00:00:00,"MCO","Orlando International Airport","USAir","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101917830,2014-10-17,2014-10-03 00:00:00,"TPA","Tampa International","USAir","Property Damage","Checked Baggage","-",NA,"-"
2014101917831,2014-10-17,2014-09-19 13:00:00,"SJC","Norman Y Mineta San Jose International","-","Property Damage","Checkpoint","-",NA,"-"
2014101917832,2014-10-17,2014-10-12 21:00:00,"LAX","Los Angeles International Airport","British Airways","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014101917833,2014-10-17,2014-09-16 14:55:00,"SJC","Norman Y Mineta San Jose International","Southwest Airlines","Property Damage","Checked Baggage","-",NA,"-"
2014101917834,2014-10-19,2014-10-04 00:00:00,"IAD","Washington Dulles International","Lufthansa","Property Damage","Checked Baggage","-",NA,"-"
2014101917835,2014-10-14,2014-09-23 08:45:00,"BWI","Baltimore/Washington Intl Thurgood Marshall","Southwest Airlines","Passenger Property Loss","Checked Baggage","Automobile Parts & Accessories; Personal Accessories",NA,"-"
2014102017836,2014-10-14,2014-08-23 10:22:00,"TVC","Cherry Capital Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",NA,"-"
2014102017837,2014-10-14,2014-09-30 00:00:00,"CHS","Charleston International","Delta Air Lines","Passenger Property Loss","Checked Baggage","Audio/Video",NA,"-"
2014102017838,2014-10-14,2014-09-28 09:30:00,"LAX","Los Angeles International Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Cosmetics & Grooming",NA,"-"
2014102017839,2014-10-14,2014-08-30 06:45:00,"MCO","Orlando International Airport","UAL","Property Damage","Checked Baggage","Cameras",0,"Deny"
2014102017840,2014-10-14,2014-08-15 06:00:00,"MDT","Harrisburg International","Delta Air Lines","Passenger Property Loss","Checked Baggage","Other",NA,"-"
2014102017841,2014-10-14,2014-08-14 14:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Sporting Equipment & Supplies",NA,"-"
2014102017842,2014-10-14,2014-10-12 00:00:00,"JFK","John F. Kennedy International","Aviaco","Property Damage","Checked Baggage","Other; Other",NA,"-"
2014102017843,2014-10-14,2014-09-08 19:00:00,"MCO","Orlando International Airport","Lufthansa","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014102017844,2014-10-14,2014-10-03 00:00:00,"MIA","Miami International Airport","American Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014102017845,2014-10-20,2014-10-14 00:00:00,"LAS","McCarran International","Alaska Airlines","Passenger Property Loss","Checked Baggage","Travel Accessories",0,"Deny"
2014102017846,2014-10-20,2014-08-18 07:00:00,"LAX","Los Angeles International Airport","Alaska Airlines","Property Damage","Checked Baggage","Sporting Equipment & Supplies",NA,"-"
2014102017847,2014-10-14,2014-09-06 18:00:00,"DTW","Detroit Metropolitan Wayne County Airport","USAir","Passenger Property Loss","Checked Baggage","Clothing; Jewelry & Watches",0,"Deny"
2014102017848,2014-10-20,2014-10-07 15:45:00,"ABQ","Albuquerque International Sunport Airport","Alaska Airlines","Passenger Property Loss","Checked Baggage","Clothing",NA,"-"
2014102017849,2014-10-20,2014-10-05 08:30:00,"MYR","Myrtle Beach International","USAir","Passenger Property Loss","Checked Baggage","Sporting Equipment & Supplies",NA,"-"
2014102017850,2014-10-14,2014-10-06 00:00:00,"LAX","Los Angeles International Airport","Qantas Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",NA,"-"
2014102017851,2014-10-20,2014-10-09 22:30:00,"JFK","John F. Kennedy International","Carribean Airlines","Passenger Property Loss","Checked Baggage","Clothing; Other; Personal Electronics",NA,"-"
2014102017852,2014-10-20,2014-10-10 17:08:00,"TPA","Tampa International","Southwest Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",NA,"-"
2014102017853,2014-10-20,2014-09-21 13:26:00,"ZZX","Non TSA Airport (motor vehicle)","-","Property Damage","Motor Vehicle","-",493.8,"Approve in Full"
2014102017854,2014-10-20,2014-08-25 00:00:00,"JFK","John F. Kennedy International","Aero Flot","Passenger Property Loss","Checked Baggage","Personal Electronics",NA,"-"
2014102017855,2014-10-20,2014-10-01 18:00:00,"DFW","Dallas-Fort Worth International Airport","American Airlines","Passenger Property Loss","Checkpoint","Other",NA,"-"
2014102017856,2014-10-14,2014-08-22 10:00:00,"MCO","Orlando International Airport","Jet Blue","Passenger Property Loss","Checkpoint","Automobile Parts & Accessories",NA,"-"
2014102017857,2014-10-20,2014-09-14 10:30:00,"SAN","San Diego International","American Airlines","Passenger Property Loss","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014102017858,2014-10-14,2014-10-12 18:00:00,"OAK","Metropolitan Oakland International","Southwest Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",NA,"-"
2014102017859,2014-10-20,2014-09-26 00:00:00,"LAX","Los Angeles International Airport","Asiana Airlines","Passenger Property Loss","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014102017860,2014-10-14,2014-10-07 15:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","Southwest Airlines","Property Damage","Checked Baggage","Personal Electronics",NA,"-"
2014102017861,2014-10-11,2014-10-06 13:00:00,"PHX","Phoenix Sky Harbor International","USAir","Passenger Property Loss","Checkpoint","Hunting & Fishing Items",0,"Deny"
2014102017862,2014-10-14,2014-09-04 00:00:00,"JFK","John F. Kennedy International","Alitalia","Passenger Property Loss","Checked Baggage","Clothing",NA,"-"
2014102017863,2014-10-01,2014-09-10 00:00:00,"SUN","Friedman Memorial","Alaska Airlines","Property Damage","Checked Baggage","Other",NA,"-"
2014102017864,2014-10-01,2014-09-23 00:00:00,"JFK","John F. Kennedy International","Air Berlin","Passenger Property Loss","Checked Baggage","Computer & Accessories",NA,"-"
2014102017865,2014-10-17,2014-06-25 18:40:00,"IAD","Washington Dulles International","Virgin Atlantic","Property Damage","Checked Baggage","Sporting Equipment & Supplies",NA,"-"
2014102017866,2014-10-16,2014-09-19 17:30:00,"ALB","Albany International","Southwest Airlines","Property Damage","Checked Baggage","Sporting Equipment & Supplies",NA,"-"
2014102017867,2014-10-20,2014-07-07 10:00:00,"BUF","Buffalo Niagara International","USAir","Property Damage","Checkpoint","Cameras",NA,"-"
2014102017868,2014-10-20,2014-10-15 07:25:00,"JFK","John F. Kennedy International","USAir","Property Damage","Checkpoint","Clothing",NA,"-"
2014102017869,2014-10-16,2014-09-06 13:00:00,"LAX","Los Angeles International Airport","UAL","Passenger Property Loss","Checked Baggage","Cameras",0,"Deny"
2014102017870,2014-10-13,2014-09-28 15:45:00,"CLE","Cleveland Hopkins International","Southwest Airlines","Property Damage","Checked Baggage","Sporting Equipment & Supplies",114.99,"Approve in Full"
2014102017871,2014-10-11,2014-10-10 17:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Travel Accessories",NA,"-"
2014102017872,2014-10-13,2014-10-03 00:00:00,"HNL","Honolulu International Airport","Alaska Airlines","Passenger Property Loss","Checked Baggage","Other",NA,"-"
2014102017873,2014-10-13,2014-10-04 12:00:00,"ORD","Chicago O'Hare International Airport","American Airlines","Property Damage","Checked Baggage","Household Items",260,"Approve in Full"
2014102017874,2014-10-10,2014-08-25 06:00:00,"DEN","Denver International Airport","Southwest Airlines","Property Damage","Checked Baggage","Crafting & Hobby",NA,"-"
2014102017875,2014-10-13,2014-09-21 06:10:00,"BTR","Baton Rouge Metropolitan","-","Property Damage","Checkpoint","Audio/Video",64.86,"Approve in Full"
2014102017876,2014-10-13,2014-08-17 00:00:00,"JFK","John F. Kennedy International","Delta Air Lines","Property Damage","Checked Baggage","Computer & Accessories",NA,"-"
2014102017877,2014-10-13,2014-09-12 10:30:00,"DEN","Denver International Airport","Southwest Airlines","Property Damage","Checked Baggage","Food & Drink",75.25,"Approve in Full"
2014102017878,2014-10-10,2014-09-30 15:30:00,"DFW","Dallas-Fort Worth International Airport","Spirit Airlines","Property Damage","Checkpoint","Computer & Accessories",NA,"-"
2014102017879,2014-10-09,2014-09-26 09:54:00,"PDX","Portland International","UAL","Passenger Property Loss","Checked Baggage","Jewelry & Watches",NA,"-"
2014102017880,2014-10-10,2014-09-29 07:45:00,"LAS","McCarran International","Southwest Airlines","Property Damage","Checkpoint","Personal Accessories",NA,"-"
2014102017881,2014-10-10,2014-10-05 00:00:00,"PHL","Philadelphia International Airport","Qatar airlines","Passenger Property Loss","Checked Baggage","Medical/Science",NA,"-"
2014102017882,2014-10-09,2014-09-20 10:30:00,"GEG","Spokane International","Southwest Airlines","Property Damage","Checkpoint","Personal Accessories",NA,"-"
2014102017883,2014-10-08,2014-07-26 00:00:00,"MEM","Memphis International Airport","UAL","Passenger Property Loss","Checked Baggage","Jewelry & Watches",NA,"-"
2014102017884,2014-10-09,2014-08-20 07:00:00,"ICT","Wichita Mid-Continent","American Airlines","Passenger Property Loss","Checkpoint","Personal Accessories",NA,"-"
2014102017885,2014-10-08,2014-08-16 19:30:00,"JFK","John F. Kennedy International","Saudi Arabian Airlines","Passenger Property Loss","Checked Baggage","Clothing",NA,"-"
2014102017886,2014-09-19,2014-05-28 00:00:00,"SNA","John Wayne","UAL","Passenger Property Loss","Checked Baggage","Food & Drink",5,"Approve in Full"
2014102117887,2014-10-20,2014-10-17 17:35:00,"DEN","Denver International Airport","-","Property Damage","Checkpoint","Clothing",0,"Deny"
2014102117888,2014-10-16,2014-06-21 00:00:00,"LAX","Los Angeles International Airport","-","Passenger Property Loss","Checked Baggage","Jewelry & Watches",NA,"-"
2014102117889,2014-10-07,2014-10-05 15:30:00,"DFW","Dallas-Fort Worth International Airport","Delta Air Lines","Property Damage","Checked Baggage","Other",NA,"-"
2014102117890,2014-10-07,2014-09-01 19:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","Delta Air Lines","Property Damage","Checked Baggage","Computer & Accessories",NA,"-"
2014102117891,2014-10-16,2014-08-25 17:45:00,"FLL","Ft. Lauderdale-Hollywood International","Delta Air Lines","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014102117892,2014-10-07,2014-08-14 18:02:00,"CLT","Charlotte/Douglas International Airport","USAir","Passenger Property Loss","Checked Baggage","Clothing",NA,"-"
2014102117893,2014-10-07,2014-10-02 17:00:00,"ORD","Chicago O'Hare International Airport","American Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",0,"Deny"
2014102117894,2014-10-11,2014-10-06 11:11:00,"JFK","John F. Kennedy International","Delta Air Lines","Property Damage","Checkpoint","-",NA,"-"
2014102117895,2014-10-16,2014-10-08 00:00:00,"LAX","Los Angeles International Airport","Spirit Airlines","Passenger Property Loss","Checked Baggage","Baggage/Cases/Purses; Home Decor",NA,"-"
2014102117896,2014-10-10,2014-09-19 00:00:00,"BUR","Bob Hope","Southwest Airlines","Property Damage","Checkpoint","Baggage/Cases/Purses",NA,"-"
2014102117898,2014-10-07,2014-08-03 07:00:00,"AMA","Rick Husband Amarillo International Airport","Southwest Airlines","Property Damage","Checked Baggage","Computer & Accessories",NA,"-"
2014102117899,2014-10-17,2014-04-24 06:00:00,"MFE","McAllen-Miller International","American Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses; Tools & Home Improvement Supplies",NA,"-"
2014102117900,2014-10-07,2014-07-06 10:00:00,"JFK","John F. Kennedy International","Singapore Airlines","Passenger Property Loss","Checked Baggage","Computer & Accessories; Cosmetics & Grooming",NA,"-"
